molecule_chembl_id,canonical_smiles,standard_type,standard_value,standard_units,pchembl_value,assay_chembl_id,assay_description,assay_type,target_organism
CHEMBL3948979,CN(CCC(=O)Nc1ccc(CNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)cc1Cl)[C@H]1CC[C@H](OC(=O)C(O)(c2cccs2)c2cccs2)CC1,IC50,6.7,nM,8.17,CHEMBL3888303,"Adrenergic Receptor Binding Assay: The study of binding to human adrenergic beta1 and beta2 receptors was performed using commercial membranes prepared from Sf9 cells where they are overexpressed (Perkin Elmer). The membrane suspensions (16 μg/well for beta1 and 5 μg/well for beta2) in assay buffer (75 mM Tris/HCl with 12.5 mM MgCl2 and 2 mM EDTA pH=7.4) were incubated with 0.14 or 0.6 nM of 3H-CGP12177 (Amersham) for beta 1 and beta 2 receptors respectively in a final volume of 250 μl, in GFC Multiscreen 96 well plates (Millipore) previously treated with assay buffer containing 0.3% PEI (Sigma). Non specific binding was measured in the presence of 1 μM propanolol. Incubation was maintained for 60 minutes at room temperature and with gentle shaking. The binding reactions were terminated by filtration and washing with 2.5 volumes of Tris/HCl 50 mM pH=7.4.",B,Homo sapiens
CHEMBL3916700,COc1cc(NC(=O)OCCN(C)[C@H]2CC[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)CC2)c(Cl)cc1CNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,IC50,1.6,nM,8.80,CHEMBL3888303,"Adrenergic Receptor Binding Assay: The study of binding to human adrenergic beta1 and beta2 receptors was performed using commercial membranes prepared from Sf9 cells where they are overexpressed (Perkin Elmer). The membrane suspensions (16 μg/well for beta1 and 5 μg/well for beta2) in assay buffer (75 mM Tris/HCl with 12.5 mM MgCl2 and 2 mM EDTA pH=7.4) were incubated with 0.14 or 0.6 nM of 3H-CGP12177 (Amersham) for beta 1 and beta 2 receptors respectively in a final volume of 250 μl, in GFC Multiscreen 96 well plates (Millipore) previously treated with assay buffer containing 0.3% PEI (Sigma). Non specific binding was measured in the presence of 1 μM propanolol. Incubation was maintained for 60 minutes at room temperature and with gentle shaking. The binding reactions were terminated by filtration and washing with 2.5 volumes of Tris/HCl 50 mM pH=7.4.",B,Homo sapiens
CHEMBL3892218,COc1cc(NC(=O)CCN(C)[C@H]2CC[C@](C)(OC(=O)C(O)(c3cccs3)c3cccs3)CC2)c(Cl)cc1CNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,IC50,2.2,nM,8.66,CHEMBL3888303,"Adrenergic Receptor Binding Assay: The study of binding to human adrenergic beta1 and beta2 receptors was performed using commercial membranes prepared from Sf9 cells where they are overexpressed (Perkin Elmer). The membrane suspensions (16 μg/well for beta1 and 5 μg/well for beta2) in assay buffer (75 mM Tris/HCl with 12.5 mM MgCl2 and 2 mM EDTA pH=7.4) were incubated with 0.14 or 0.6 nM of 3H-CGP12177 (Amersham) for beta 1 and beta 2 receptors respectively in a final volume of 250 μl, in GFC Multiscreen 96 well plates (Millipore) previously treated with assay buffer containing 0.3% PEI (Sigma). Non specific binding was measured in the presence of 1 μM propanolol. Incubation was maintained for 60 minutes at room temperature and with gentle shaking. The binding reactions were terminated by filtration and washing with 2.5 volumes of Tris/HCl 50 mM pH=7.4.",B,Homo sapiens
CHEMBL3962171,COc1cc(NC(=O)CCCN[C@H]2CC[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)CC2)c(Cl)cc1CNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,IC50,2.1,nM,8.68,CHEMBL3888303,"Adrenergic Receptor Binding Assay: The study of binding to human adrenergic beta1 and beta2 receptors was performed using commercial membranes prepared from Sf9 cells where they are overexpressed (Perkin Elmer). The membrane suspensions (16 μg/well for beta1 and 5 μg/well for beta2) in assay buffer (75 mM Tris/HCl with 12.5 mM MgCl2 and 2 mM EDTA pH=7.4) were incubated with 0.14 or 0.6 nM of 3H-CGP12177 (Amersham) for beta 1 and beta 2 receptors respectively in a final volume of 250 μl, in GFC Multiscreen 96 well plates (Millipore) previously treated with assay buffer containing 0.3% PEI (Sigma). Non specific binding was measured in the presence of 1 μM propanolol. Incubation was maintained for 60 minutes at room temperature and with gentle shaking. The binding reactions were terminated by filtration and washing with 2.5 volumes of Tris/HCl 50 mM pH=7.4.",B,Homo sapiens
CHEMBL3934681,COc1cc(NC(=O)CCN(C)[C@H]2CC[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)CC2)c(F)cc1CNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,IC50,4.8,nM,8.32,CHEMBL3888303,"Adrenergic Receptor Binding Assay: The study of binding to human adrenergic beta1 and beta2 receptors was performed using commercial membranes prepared from Sf9 cells where they are overexpressed (Perkin Elmer). The membrane suspensions (16 μg/well for beta1 and 5 μg/well for beta2) in assay buffer (75 mM Tris/HCl with 12.5 mM MgCl2 and 2 mM EDTA pH=7.4) were incubated with 0.14 or 0.6 nM of 3H-CGP12177 (Amersham) for beta 1 and beta 2 receptors respectively in a final volume of 250 μl, in GFC Multiscreen 96 well plates (Millipore) previously treated with assay buffer containing 0.3% PEI (Sigma). Non specific binding was measured in the presence of 1 μM propanolol. Incubation was maintained for 60 minutes at room temperature and with gentle shaking. The binding reactions were terminated by filtration and washing with 2.5 volumes of Tris/HCl 50 mM pH=7.4.",B,Homo sapiens
CHEMBL3963417,CN(CCC(=O)Nc1cc(F)c(CNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)cc1F)[C@H]1CC[C@H](OC(=O)C(O)(c2cccs2)c2cccs2)CC1,IC50,13.0,nM,7.89,CHEMBL3888303,"Adrenergic Receptor Binding Assay: The study of binding to human adrenergic beta1 and beta2 receptors was performed using commercial membranes prepared from Sf9 cells where they are overexpressed (Perkin Elmer). The membrane suspensions (16 μg/well for beta1 and 5 μg/well for beta2) in assay buffer (75 mM Tris/HCl with 12.5 mM MgCl2 and 2 mM EDTA pH=7.4) were incubated with 0.14 or 0.6 nM of 3H-CGP12177 (Amersham) for beta 1 and beta 2 receptors respectively in a final volume of 250 μl, in GFC Multiscreen 96 well plates (Millipore) previously treated with assay buffer containing 0.3% PEI (Sigma). Non specific binding was measured in the presence of 1 μM propanolol. Incubation was maintained for 60 minutes at room temperature and with gentle shaking. The binding reactions were terminated by filtration and washing with 2.5 volumes of Tris/HCl 50 mM pH=7.4.",B,Homo sapiens
CHEMBL3940214,COc1cc(NC(=O)CCN(C)[C@H]2CC[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)CC2)c(Cl)cc1CCNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,IC50,5.3,nM,8.28,CHEMBL3888303,"Adrenergic Receptor Binding Assay: The study of binding to human adrenergic beta1 and beta2 receptors was performed using commercial membranes prepared from Sf9 cells where they are overexpressed (Perkin Elmer). The membrane suspensions (16 μg/well for beta1 and 5 μg/well for beta2) in assay buffer (75 mM Tris/HCl with 12.5 mM MgCl2 and 2 mM EDTA pH=7.4) were incubated with 0.14 or 0.6 nM of 3H-CGP12177 (Amersham) for beta 1 and beta 2 receptors respectively in a final volume of 250 μl, in GFC Multiscreen 96 well plates (Millipore) previously treated with assay buffer containing 0.3% PEI (Sigma). Non specific binding was measured in the presence of 1 μM propanolol. Incubation was maintained for 60 minutes at room temperature and with gentle shaking. The binding reactions were terminated by filtration and washing with 2.5 volumes of Tris/HCl 50 mM pH=7.4.",B,Homo sapiens
CHEMBL3943564,COc1cc(NC(=O)OCCN(C)[C@H]2CC[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)CC2)c(C#N)cc1CNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,IC50,4.5,nM,8.35,CHEMBL3888303,"Adrenergic Receptor Binding Assay: The study of binding to human adrenergic beta1 and beta2 receptors was performed using commercial membranes prepared from Sf9 cells where they are overexpressed (Perkin Elmer). The membrane suspensions (16 μg/well for beta1 and 5 μg/well for beta2) in assay buffer (75 mM Tris/HCl with 12.5 mM MgCl2 and 2 mM EDTA pH=7.4) were incubated with 0.14 or 0.6 nM of 3H-CGP12177 (Amersham) for beta 1 and beta 2 receptors respectively in a final volume of 250 μl, in GFC Multiscreen 96 well plates (Millipore) previously treated with assay buffer containing 0.3% PEI (Sigma). Non specific binding was measured in the presence of 1 μM propanolol. Incubation was maintained for 60 minutes at room temperature and with gentle shaking. The binding reactions were terminated by filtration and washing with 2.5 volumes of Tris/HCl 50 mM pH=7.4.",B,Homo sapiens
CHEMBL3915601,COc1cc(OCCCCN(C)[C@H]2CC[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)CC2)c(Cl)cc1CNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,IC50,9.6,nM,8.02,CHEMBL3888303,"Adrenergic Receptor Binding Assay: The study of binding to human adrenergic beta1 and beta2 receptors was performed using commercial membranes prepared from Sf9 cells where they are overexpressed (Perkin Elmer). The membrane suspensions (16 μg/well for beta1 and 5 μg/well for beta2) in assay buffer (75 mM Tris/HCl with 12.5 mM MgCl2 and 2 mM EDTA pH=7.4) were incubated with 0.14 or 0.6 nM of 3H-CGP12177 (Amersham) for beta 1 and beta 2 receptors respectively in a final volume of 250 μl, in GFC Multiscreen 96 well plates (Millipore) previously treated with assay buffer containing 0.3% PEI (Sigma). Non specific binding was measured in the presence of 1 μM propanolol. Incubation was maintained for 60 minutes at room temperature and with gentle shaking. The binding reactions were terminated by filtration and washing with 2.5 volumes of Tris/HCl 50 mM pH=7.4.",B,Homo sapiens
CHEMBL3947244,COc1cc(NC(=O)OCCN(C)[C@H]2CC[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)CC2)c(Cl)cc1CNC[C@H](O)c1ccc(O)c2c1OCC(=O)N2,IC50,0.38,nM,9.42,CHEMBL3888303,"Adrenergic Receptor Binding Assay: The study of binding to human adrenergic beta1 and beta2 receptors was performed using commercial membranes prepared from Sf9 cells where they are overexpressed (Perkin Elmer). The membrane suspensions (16 μg/well for beta1 and 5 μg/well for beta2) in assay buffer (75 mM Tris/HCl with 12.5 mM MgCl2 and 2 mM EDTA pH=7.4) were incubated with 0.14 or 0.6 nM of 3H-CGP12177 (Amersham) for beta 1 and beta 2 receptors respectively in a final volume of 250 μl, in GFC Multiscreen 96 well plates (Millipore) previously treated with assay buffer containing 0.3% PEI (Sigma). Non specific binding was measured in the presence of 1 μM propanolol. Incubation was maintained for 60 minutes at room temperature and with gentle shaking. The binding reactions were terminated by filtration and washing with 2.5 volumes of Tris/HCl 50 mM pH=7.4.",B,Homo sapiens
CHEMBL3973386,COc1cc(NC(=O)OCCN(C)[C@H]2CC[C@H](OC(=O)[C@](O)(c3ccccc3)C3CCCC3)CC2)c(Cl)cc1CNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,IC50,1.3,nM,8.89,CHEMBL3888303,"Adrenergic Receptor Binding Assay: The study of binding to human adrenergic beta1 and beta2 receptors was performed using commercial membranes prepared from Sf9 cells where they are overexpressed (Perkin Elmer). The membrane suspensions (16 μg/well for beta1 and 5 μg/well for beta2) in assay buffer (75 mM Tris/HCl with 12.5 mM MgCl2 and 2 mM EDTA pH=7.4) were incubated with 0.14 or 0.6 nM of 3H-CGP12177 (Amersham) for beta 1 and beta 2 receptors respectively in a final volume of 250 μl, in GFC Multiscreen 96 well plates (Millipore) previously treated with assay buffer containing 0.3% PEI (Sigma). Non specific binding was measured in the presence of 1 μM propanolol. Incubation was maintained for 60 minutes at room temperature and with gentle shaking. The binding reactions were terminated by filtration and washing with 2.5 volumes of Tris/HCl 50 mM pH=7.4.",B,Homo sapiens
CHEMBL3906808,COc1cc(NC(=O)OCCN(C)[C@H]2CC[C@H](OC(=O)[C@](O)(c3cccs3)C3CCCC3)CC2)c(Cl)cc1CNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,IC50,1.1,nM,8.96,CHEMBL3888303,"Adrenergic Receptor Binding Assay: The study of binding to human adrenergic beta1 and beta2 receptors was performed using commercial membranes prepared from Sf9 cells where they are overexpressed (Perkin Elmer). The membrane suspensions (16 μg/well for beta1 and 5 μg/well for beta2) in assay buffer (75 mM Tris/HCl with 12.5 mM MgCl2 and 2 mM EDTA pH=7.4) were incubated with 0.14 or 0.6 nM of 3H-CGP12177 (Amersham) for beta 1 and beta 2 receptors respectively in a final volume of 250 μl, in GFC Multiscreen 96 well plates (Millipore) previously treated with assay buffer containing 0.3% PEI (Sigma). Non specific binding was measured in the presence of 1 μM propanolol. Incubation was maintained for 60 minutes at room temperature and with gentle shaking. The binding reactions were terminated by filtration and washing with 2.5 volumes of Tris/HCl 50 mM pH=7.4.",B,Homo sapiens
CHEMBL3645362,CN(CCCC(=O)Nc1ccc(CNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)cc1)C(=O)CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1,EC50,3.0,nM,8.52,CHEMBL3888782,"cAMP Assay: cAMP assays were performed in a radioimmunoassay format using the Flashplate Adenylyl Cyclase Activation Assay System with [125I]-cAMP (NEN SMP004, PerkinElmer Life Sciences Inc., Boston, Mass.), according to the manufacturers instructions. For this assay, HEK-293 cell lines stably expressing cloned human β1 or β2 receptors were grown to near confluency in DMEM supplemented with 10% FBS and Geneticin (500 μg/mL); or CHO-K1 cell lines stably expressing cloned human β3 adrenergic receptors were grown to near confluency in Hams F-12 media supplemented with 10% FBS and Geneticin (250 μg/mL). Cells were rinsed with PBS and detached in dPBS (Dulbecco's Phosphate Buffered Saline, without CaCl2 and MgCl2) containing 2 mM EDTA or Trypsin-EDTA solution (0.05% trypsin/0.53 mM EDTA). After counting cells in Coulter cell counter, cells were pelleted by centrifugation at 1,000 rpm and re-suspended in stimulation buffer containing TBMX (PerkinElmer Kit) pre-warmed to room temperature to a concentration of 1.6×106 to 2.8×106 cells/mL. About 40,000 to 80,000 cells per well were used in this assay. Test compounds (10 mM in DMSO) were diluted into PBS containing 0.1% BSA in Beckman Biomek-2000 and tested at 11 different concentrations ranging from 100 μM to 1 pM. Reactions were incubated for 10 min at 37° C. and stopped by adding 100 μL of cold detection buffer containing [125I]-cAMP (NEN SMP004, PerkinElmer Life Sciences, Boston, Mass.).",F,Homo sapiens
CHEMBL3645275,COc1cc(CNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)ccc1NC(=O)CCCN(C)C(=O)CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1,EC50,1.0,nM,9.00,CHEMBL3888782,"cAMP Assay: cAMP assays were performed in a radioimmunoassay format using the Flashplate Adenylyl Cyclase Activation Assay System with [125I]-cAMP (NEN SMP004, PerkinElmer Life Sciences Inc., Boston, Mass.), according to the manufacturers instructions. For this assay, HEK-293 cell lines stably expressing cloned human β1 or β2 receptors were grown to near confluency in DMEM supplemented with 10% FBS and Geneticin (500 μg/mL); or CHO-K1 cell lines stably expressing cloned human β3 adrenergic receptors were grown to near confluency in Hams F-12 media supplemented with 10% FBS and Geneticin (250 μg/mL). Cells were rinsed with PBS and detached in dPBS (Dulbecco's Phosphate Buffered Saline, without CaCl2 and MgCl2) containing 2 mM EDTA or Trypsin-EDTA solution (0.05% trypsin/0.53 mM EDTA). After counting cells in Coulter cell counter, cells were pelleted by centrifugation at 1,000 rpm and re-suspended in stimulation buffer containing TBMX (PerkinElmer Kit) pre-warmed to room temperature to a concentration of 1.6×106 to 2.8×106 cells/mL. About 40,000 to 80,000 cells per well were used in this assay. Test compounds (10 mM in DMSO) were diluted into PBS containing 0.1% BSA in Beckman Biomek-2000 and tested at 11 different concentrations ranging from 100 μM to 1 pM. Reactions were incubated for 10 min at 37° C. and stopped by adding 100 μL of cold detection buffer containing [125I]-cAMP (NEN SMP004, PerkinElmer Life Sciences, Boston, Mass.).",F,Homo sapiens
CHEMBL3645277,Cc1cc(NC(=O)CCCN(C)C(=O)CCN2CCC(OC(=O)Nc3ccccc3-c3ccccc3)CC2)c(C)cc1CNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,EC50,1.0,nM,9.00,CHEMBL3888782,"cAMP Assay: cAMP assays were performed in a radioimmunoassay format using the Flashplate Adenylyl Cyclase Activation Assay System with [125I]-cAMP (NEN SMP004, PerkinElmer Life Sciences Inc., Boston, Mass.), according to the manufacturers instructions. For this assay, HEK-293 cell lines stably expressing cloned human β1 or β2 receptors were grown to near confluency in DMEM supplemented with 10% FBS and Geneticin (500 μg/mL); or CHO-K1 cell lines stably expressing cloned human β3 adrenergic receptors were grown to near confluency in Hams F-12 media supplemented with 10% FBS and Geneticin (250 μg/mL). Cells were rinsed with PBS and detached in dPBS (Dulbecco's Phosphate Buffered Saline, without CaCl2 and MgCl2) containing 2 mM EDTA or Trypsin-EDTA solution (0.05% trypsin/0.53 mM EDTA). After counting cells in Coulter cell counter, cells were pelleted by centrifugation at 1,000 rpm and re-suspended in stimulation buffer containing TBMX (PerkinElmer Kit) pre-warmed to room temperature to a concentration of 1.6×106 to 2.8×106 cells/mL. About 40,000 to 80,000 cells per well were used in this assay. Test compounds (10 mM in DMSO) were diluted into PBS containing 0.1% BSA in Beckman Biomek-2000 and tested at 11 different concentrations ranging from 100 μM to 1 pM. Reactions were incubated for 10 min at 37° C. and stopped by adding 100 μL of cold detection buffer containing [125I]-cAMP (NEN SMP004, PerkinElmer Life Sciences, Boston, Mass.).",F,Homo sapiens
CHEMBL3645365,C[C@H](Cc1cccc(CCNC(=O)Cc2ccc(N(C)C(=O)CCN3CCC(OC(=O)Nc4ccccc4-c4ccccc4)CC3)cc2)c1)NC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,EC50,1.0,nM,9.00,CHEMBL3888782,"cAMP Assay: cAMP assays were performed in a radioimmunoassay format using the Flashplate Adenylyl Cyclase Activation Assay System with [125I]-cAMP (NEN SMP004, PerkinElmer Life Sciences Inc., Boston, Mass.), according to the manufacturers instructions. For this assay, HEK-293 cell lines stably expressing cloned human β1 or β2 receptors were grown to near confluency in DMEM supplemented with 10% FBS and Geneticin (500 μg/mL); or CHO-K1 cell lines stably expressing cloned human β3 adrenergic receptors were grown to near confluency in Hams F-12 media supplemented with 10% FBS and Geneticin (250 μg/mL). Cells were rinsed with PBS and detached in dPBS (Dulbecco's Phosphate Buffered Saline, without CaCl2 and MgCl2) containing 2 mM EDTA or Trypsin-EDTA solution (0.05% trypsin/0.53 mM EDTA). After counting cells in Coulter cell counter, cells were pelleted by centrifugation at 1,000 rpm and re-suspended in stimulation buffer containing TBMX (PerkinElmer Kit) pre-warmed to room temperature to a concentration of 1.6×106 to 2.8×106 cells/mL. About 40,000 to 80,000 cells per well were used in this assay. Test compounds (10 mM in DMSO) were diluted into PBS containing 0.1% BSA in Beckman Biomek-2000 and tested at 11 different concentrations ranging from 100 μM to 1 pM. Reactions were incubated for 10 min at 37° C. and stopped by adding 100 μL of cold detection buffer containing [125I]-cAMP (NEN SMP004, PerkinElmer Life Sciences, Boston, Mass.).",F,Homo sapiens
CHEMBL3645279,COc1ccc(NC(=O)CCCN(C)C(=O)CCN2CCC(OC(=O)Nc3ccccc3-c3ccccc3)CC2)cc1CCNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,EC50,6.0,nM,8.22,CHEMBL3888782,"cAMP Assay: cAMP assays were performed in a radioimmunoassay format using the Flashplate Adenylyl Cyclase Activation Assay System with [125I]-cAMP (NEN SMP004, PerkinElmer Life Sciences Inc., Boston, Mass.), according to the manufacturers instructions. For this assay, HEK-293 cell lines stably expressing cloned human β1 or β2 receptors were grown to near confluency in DMEM supplemented with 10% FBS and Geneticin (500 μg/mL); or CHO-K1 cell lines stably expressing cloned human β3 adrenergic receptors were grown to near confluency in Hams F-12 media supplemented with 10% FBS and Geneticin (250 μg/mL). Cells were rinsed with PBS and detached in dPBS (Dulbecco's Phosphate Buffered Saline, without CaCl2 and MgCl2) containing 2 mM EDTA or Trypsin-EDTA solution (0.05% trypsin/0.53 mM EDTA). After counting cells in Coulter cell counter, cells were pelleted by centrifugation at 1,000 rpm and re-suspended in stimulation buffer containing TBMX (PerkinElmer Kit) pre-warmed to room temperature to a concentration of 1.6×106 to 2.8×106 cells/mL. About 40,000 to 80,000 cells per well were used in this assay. Test compounds (10 mM in DMSO) were diluted into PBS containing 0.1% BSA in Beckman Biomek-2000 and tested at 11 different concentrations ranging from 100 μM to 1 pM. Reactions were incubated for 10 min at 37° C. and stopped by adding 100 μL of cold detection buffer containing [125I]-cAMP (NEN SMP004, PerkinElmer Life Sciences, Boston, Mass.).",F,Homo sapiens
CHEMBL3645281,CC(Cc1cccc(CC(=O)NCCCN(C)C(=O)CCN2CCC(OC(=O)Nc3ccccc3-c3ccccc3)CC2)c1)NC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,EC50,1.0,nM,9.00,CHEMBL3888782,"cAMP Assay: cAMP assays were performed in a radioimmunoassay format using the Flashplate Adenylyl Cyclase Activation Assay System with [125I]-cAMP (NEN SMP004, PerkinElmer Life Sciences Inc., Boston, Mass.), according to the manufacturers instructions. For this assay, HEK-293 cell lines stably expressing cloned human β1 or β2 receptors were grown to near confluency in DMEM supplemented with 10% FBS and Geneticin (500 μg/mL); or CHO-K1 cell lines stably expressing cloned human β3 adrenergic receptors were grown to near confluency in Hams F-12 media supplemented with 10% FBS and Geneticin (250 μg/mL). Cells were rinsed with PBS and detached in dPBS (Dulbecco's Phosphate Buffered Saline, without CaCl2 and MgCl2) containing 2 mM EDTA or Trypsin-EDTA solution (0.05% trypsin/0.53 mM EDTA). After counting cells in Coulter cell counter, cells were pelleted by centrifugation at 1,000 rpm and re-suspended in stimulation buffer containing TBMX (PerkinElmer Kit) pre-warmed to room temperature to a concentration of 1.6×106 to 2.8×106 cells/mL. About 40,000 to 80,000 cells per well were used in this assay. Test compounds (10 mM in DMSO) were diluted into PBS containing 0.1% BSA in Beckman Biomek-2000 and tested at 11 different concentrations ranging from 100 μM to 1 pM. Reactions were incubated for 10 min at 37° C. and stopped by adding 100 μL of cold detection buffer containing [125I]-cAMP (NEN SMP004, PerkinElmer Life Sciences, Boston, Mass.).",F,Homo sapiens
CHEMBL3896828,C[C@@H](Cc1cccc(CC(=O)NCCCN(C)C(=O)CCN2CCC(OC(=O)Nc3ccccc3-c3ccccc3)CC2)c1)NC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,EC50,1.0,nM,9.00,CHEMBL3888782,"cAMP Assay: cAMP assays were performed in a radioimmunoassay format using the Flashplate Adenylyl Cyclase Activation Assay System with [125I]-cAMP (NEN SMP004, PerkinElmer Life Sciences Inc., Boston, Mass.), according to the manufacturers instructions. For this assay, HEK-293 cell lines stably expressing cloned human β1 or β2 receptors were grown to near confluency in DMEM supplemented with 10% FBS and Geneticin (500 μg/mL); or CHO-K1 cell lines stably expressing cloned human β3 adrenergic receptors were grown to near confluency in Hams F-12 media supplemented with 10% FBS and Geneticin (250 μg/mL). Cells were rinsed with PBS and detached in dPBS (Dulbecco's Phosphate Buffered Saline, without CaCl2 and MgCl2) containing 2 mM EDTA or Trypsin-EDTA solution (0.05% trypsin/0.53 mM EDTA). After counting cells in Coulter cell counter, cells were pelleted by centrifugation at 1,000 rpm and re-suspended in stimulation buffer containing TBMX (PerkinElmer Kit) pre-warmed to room temperature to a concentration of 1.6×106 to 2.8×106 cells/mL. About 40,000 to 80,000 cells per well were used in this assay. Test compounds (10 mM in DMSO) were diluted into PBS containing 0.1% BSA in Beckman Biomek-2000 and tested at 11 different concentrations ranging from 100 μM to 1 pM. Reactions were incubated for 10 min at 37° C. and stopped by adding 100 μL of cold detection buffer containing [125I]-cAMP (NEN SMP004, PerkinElmer Life Sciences, Boston, Mass.).",F,Homo sapiens
CHEMBL3645283,Cc1cc(CNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)ccc1NC(=O)CCCCN(C)C(=O)CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1,EC50,1.0,nM,9.00,CHEMBL3888782,"cAMP Assay: cAMP assays were performed in a radioimmunoassay format using the Flashplate Adenylyl Cyclase Activation Assay System with [125I]-cAMP (NEN SMP004, PerkinElmer Life Sciences Inc., Boston, Mass.), according to the manufacturers instructions. For this assay, HEK-293 cell lines stably expressing cloned human β1 or β2 receptors were grown to near confluency in DMEM supplemented with 10% FBS and Geneticin (500 μg/mL); or CHO-K1 cell lines stably expressing cloned human β3 adrenergic receptors were grown to near confluency in Hams F-12 media supplemented with 10% FBS and Geneticin (250 μg/mL). Cells were rinsed with PBS and detached in dPBS (Dulbecco's Phosphate Buffered Saline, without CaCl2 and MgCl2) containing 2 mM EDTA or Trypsin-EDTA solution (0.05% trypsin/0.53 mM EDTA). After counting cells in Coulter cell counter, cells were pelleted by centrifugation at 1,000 rpm and re-suspended in stimulation buffer containing TBMX (PerkinElmer Kit) pre-warmed to room temperature to a concentration of 1.6×106 to 2.8×106 cells/mL. About 40,000 to 80,000 cells per well were used in this assay. Test compounds (10 mM in DMSO) were diluted into PBS containing 0.1% BSA in Beckman Biomek-2000 and tested at 11 different concentrations ranging from 100 μM to 1 pM. Reactions were incubated for 10 min at 37° C. and stopped by adding 100 μL of cold detection buffer containing [125I]-cAMP (NEN SMP004, PerkinElmer Life Sciences, Boston, Mass.).",F,Homo sapiens
CHEMBL3645285,COc1cc(NC(=O)CCCCN(C)C(=O)CCN2CCC(OC(=O)Nc3ccccc3-c3ccccc3)CC2)ccc1CNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,EC50,1.0,nM,9.00,CHEMBL3888782,"cAMP Assay: cAMP assays were performed in a radioimmunoassay format using the Flashplate Adenylyl Cyclase Activation Assay System with [125I]-cAMP (NEN SMP004, PerkinElmer Life Sciences Inc., Boston, Mass.), according to the manufacturers instructions. For this assay, HEK-293 cell lines stably expressing cloned human β1 or β2 receptors were grown to near confluency in DMEM supplemented with 10% FBS and Geneticin (500 μg/mL); or CHO-K1 cell lines stably expressing cloned human β3 adrenergic receptors were grown to near confluency in Hams F-12 media supplemented with 10% FBS and Geneticin (250 μg/mL). Cells were rinsed with PBS and detached in dPBS (Dulbecco's Phosphate Buffered Saline, without CaCl2 and MgCl2) containing 2 mM EDTA or Trypsin-EDTA solution (0.05% trypsin/0.53 mM EDTA). After counting cells in Coulter cell counter, cells were pelleted by centrifugation at 1,000 rpm and re-suspended in stimulation buffer containing TBMX (PerkinElmer Kit) pre-warmed to room temperature to a concentration of 1.6×106 to 2.8×106 cells/mL. About 40,000 to 80,000 cells per well were used in this assay. Test compounds (10 mM in DMSO) were diluted into PBS containing 0.1% BSA in Beckman Biomek-2000 and tested at 11 different concentrations ranging from 100 μM to 1 pM. Reactions were incubated for 10 min at 37° C. and stopped by adding 100 μL of cold detection buffer containing [125I]-cAMP (NEN SMP004, PerkinElmer Life Sciences, Boston, Mass.).",F,Homo sapiens
